run_id,targets,prior_key,channel,qc_status_code,qc_summary_short,qc_primary_review_check,qc_flagged_channels,roi_baseline,roi_new,delta_abs,delta_pct,adstock_alpha_m,saturation_ec_m,saturation_slope_m,max_lag,adstock_decay_spec,analysis_stage,run_mode,prior_mode_used,kpi_type,kpi_type_effective,outcome_col_used,revenue_per_kpi,target_channels,sweep_type,two_layer_enabled,prior_design_mode,prior_grid_type,prior_design_label,roi_mu,roi_sigma,roi_dist,contribution_mean,contribution_scale,converted_roi_mu_by_channel,converted_roi_sigma_by_channel,qc_scope,qc_target_channels,gate_mode,gate_matched_count,gate_missing_count,gate_warning,input_data_csv,roi_prior_mu,roi_prior_sigma,roi_prior_dist,roi_baseline_sd,roi_baseline_p05,roi_baseline_p50,roi_baseline_p95,roi_new_sd,roi_new_p05,roi_new_p50,roi_new_p95,ci_overlap_baseline_new,prior_roi_mu_channel,prior_roi_sigma_channel,prior_roi_dist_channel,prior_posterior_kl_gaussian,prior_posterior_wasserstein,channel_total_spend,incremental_outcome_baseline,incremental_outcome_new,delta_outcome,delta_outcome_abs,dollars_per_subscription,incremental_value_baseline,incremental_value_new,delta_value,delta_value_abs,is_baseline,roi_change_pct,roi_change_signed_pct,contribution_change_pct,contribution_change_signed_pct,output_change_pct,signed_output_change_pct,input_mu_pct,input_sigma_pct,input_dist_change,mu_only,sigma_only,dist_only,joint_continuous,elasticity_mu,elasticity_sigma,elasticity_joint,dist_sensitivity,in_target_set,flagged_this_channel,sign_flip
multi|tiktok|pmode=contribution|rpk=none|cmean=0.010000|cscale=0.005000|dist=LogNormal|0.005230|0.002615|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,"{""contribution_mean"": 0.01, ""contribution_scale"": 0.005, ""converted_roi_mu_by_channel"": {""tiktok"": 0.005230203916989212}, ""converted_roi_sigma_by_channel"": {""tiktok"": 0.002615101958494606}, ""kpi_type"": ""non_revenue"", ""kpi_type_effective"": ""non_revenue"", ""prior_design_mode"": ""contribution"", ""prior_grid_type"": ""contribution"", ""revenue_per_kpi"": null, ""roi_prior_overrides"": {""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.005230203916989212, ""sigma"": 0.002615101958494606}}, ""run_mode"": ""fast_product"", ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}, ""sweep_type"": ""fixed_full_grid"", ""two_layer_enabled"": false}",meta,PASS,PASS,,,0.0214590774127282,0.0218818770830209,0.0004227996702927,0.0197026024074047,0.3,0.5,1.2,4,geometric,prior_sweep,fast_product,contribution,non_revenue,non_revenue,subscriptions,,tiktok,fixed_full_grid,False,contribution,contribution,Contribution prior fallback,0.00523,0.002615,LogNormal,0.01,0.005,"{""tiktok"": 0.005230203916989212}","{""tiktok"": 0.002615101958494606}",target_channels,tiktok,auto_from_runs,,,,D:\Intern\BlueAlpha\data\raw\monthly_mocha.csv,0.00523,0.002615,LogNormal,0.0086895987525614,0.0091931161005049,0.0206112386658787,0.036919861100614,0.0087460225039847,0.0105194312520325,0.0208376087248325,0.0382053028792142,0.9099772468015254,0.4,0.5,LogNormal,3.832108687950344,0.3681684128758888,840158.1265220001,18029.01827596829,18384.236854855528,355.2185788872375,355.2185788872375,100.0,1802901.827596829,1838423.6854855528,35521.85788872372,35521.85788872372,False,0.019702602407404648,0.019702602407404648,0.019702602407404776,0.019702602407404776,0.019702602407404714,0.019702602407404714,0.5,0.75,0,False,False,False,True,,,0.015762081925923772,,False,False,0.0
multi|tiktok|pmode=contribution|rpk=none|cmean=0.010000|cscale=0.005000|dist=LogNormal|0.005230|0.002615|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,"{""contribution_mean"": 0.01, ""contribution_scale"": 0.005, ""converted_roi_mu_by_channel"": {""tiktok"": 0.005230203916989212}, ""converted_roi_sigma_by_channel"": {""tiktok"": 0.002615101958494606}, ""kpi_type"": ""non_revenue"", ""kpi_type_effective"": ""non_revenue"", ""prior_design_mode"": ""contribution"", ""prior_grid_type"": ""contribution"", ""revenue_per_kpi"": null, ""roi_prior_overrides"": {""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.005230203916989212, ""sigma"": 0.002615101958494606}}, ""run_mode"": ""fast_product"", ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}, ""sweep_type"": ""fixed_full_grid"", ""two_layer_enabled"": false}",google,PASS,PASS,,,0.0148373015054191,0.0151624924868034,0.0003251909813842,0.0219171243009066,0.3,0.5,1.2,4,geometric,prior_sweep,fast_product,contribution,non_revenue,non_revenue,subscriptions,,tiktok,fixed_full_grid,False,contribution,contribution,Contribution prior fallback,0.00523,0.002615,LogNormal,0.01,0.005,"{""tiktok"": 0.005230203916989212}","{""tiktok"": 0.002615101958494606}",target_channels,tiktok,auto_from_runs,,,,D:\Intern\BlueAlpha\data\raw\monthly_mocha.csv,0.00523,0.002615,LogNormal,0.0059066358434444,0.0063483943464234,0.0144533538259565,0.0254006261005997,0.0060937579173413,0.0069510856177657,0.013969144783914,0.0266982277855277,0.9066187464405144,0.4,0.5,LogNormal,4.203617225552048,0.3555695365671575,10298543.94665,152802.6016032548,156151.59521609524,3348.9936128404515,3348.9936128404515,100.0,15280260.16032548,15615159.521609524,334899.3612840455,334899.3612840455,False,0.021917124300906646,0.021917124300906646,0.02191712430090664,0.02191712430090664,0.021917124300906643,0.021917124300906643,0.5,0.75,0,False,False,False,True,,,0.017533699440725314,,False,False,0.0
multi|tiktok|pmode=contribution|rpk=none|cmean=0.010000|cscale=0.005000|dist=LogNormal|0.005230|0.002615|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,"{""contribution_mean"": 0.01, ""contribution_scale"": 0.005, ""converted_roi_mu_by_channel"": {""tiktok"": 0.005230203916989212}, ""converted_roi_sigma_by_channel"": {""tiktok"": 0.002615101958494606}, ""kpi_type"": ""non_revenue"", ""kpi_type_effective"": ""non_revenue"", ""prior_design_mode"": ""contribution"", ""prior_grid_type"": ""contribution"", ""revenue_per_kpi"": null, ""roi_prior_overrides"": {""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.005230203916989212, ""sigma"": 0.002615101958494606}}, ""run_mode"": ""fast_product"", ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}, ""sweep_type"": ""fixed_full_grid"", ""two_layer_enabled"": false}",snapchat,PASS,PASS,,,0.0283156580245122,0.0305440145730972,0.002228356548585,0.0786969720659842,0.3,0.5,1.2,4,geometric,prior_sweep,fast_product,contribution,non_revenue,non_revenue,subscriptions,,tiktok,fixed_full_grid,False,contribution,contribution,Contribution prior fallback,0.00523,0.002615,LogNormal,0.01,0.005,"{""tiktok"": 0.005230203916989212}","{""tiktok"": 0.002615101958494606}",target_channels,tiktok,auto_from_runs,,,,D:\Intern\BlueAlpha\data\raw\monthly_mocha.csv,0.00523,0.002615,LogNormal,0.0124742778076327,0.0113782872445881,0.0253206677734851,0.0519020235165953,0.0131251879347231,0.0126208613160997,0.0278408834710717,0.0550871286541223,0.8987006045858542,0.4,0.5,LogNormal,3.4134149626631403,0.3324812389524146,4342436.908989999,122958.95850798064,132635.4562309457,9676.497722965085,9676.497722965085,100.0,12295895.850798065,13263545.623094572,967649.7722965088,967649.7722965088,False,0.07869697206598432,0.07869697206598432,0.07869697206598425,0.07869697206598425,0.07869697206598428,0.07869697206598428,0.5,0.75,0,False,False,False,True,,,0.06295757765278742,,False,False,0.0
multi|tiktok|pmode=contribution|rpk=none|cmean=0.010000|cscale=0.005000|dist=LogNormal|0.005230|0.002615|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,"{""contribution_mean"": 0.01, ""contribution_scale"": 0.005, ""converted_roi_mu_by_channel"": {""tiktok"": 0.005230203916989212}, ""converted_roi_sigma_by_channel"": {""tiktok"": 0.002615101958494606}, ""kpi_type"": ""non_revenue"", ""kpi_type_effective"": ""non_revenue"", ""prior_design_mode"": ""contribution"", ""prior_grid_type"": ""contribution"", ""revenue_per_kpi"": null, ""roi_prior_overrides"": {""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.005230203916989212, ""sigma"": 0.002615101958494606}}, ""run_mode"": ""fast_product"", ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}, ""sweep_type"": ""fixed_full_grid"", ""two_layer_enabled"": false}",tiktok,PASS,PASS,,,0.0068657787514772,0.0048915879110184,0.0019741908404588,0.2875407017789563,0.3,0.5,1.2,4,geometric,prior_sweep,fast_product,contribution,non_revenue,non_revenue,subscriptions,,tiktok,fixed_full_grid,False,contribution,contribution,Contribution prior fallback,0.00523,0.002615,LogNormal,0.01,0.005,"{""tiktok"": 0.005230203916989212}","{""tiktok"": 0.002615101958494606}",target_channels,tiktok,auto_from_runs,,,,D:\Intern\BlueAlpha\data\raw\monthly_mocha.csv,0.00523,0.002615,LogNormal,0.0051376774842419,0.0014810860913712,0.0055310081224888,0.0175514986738562,0.0023903777034855,0.0020838830736465,0.0043973082210868,0.0090382047928869,0.4327407080276118,0.0052302039169892,0.0026151019584946,LogNormal,0.0159938536441707,0.0002178719356973,1752685.00913,12033.54749371738,8573.412802483483,-3460.134691233896,3460.134691233896,100.0,1203354.749371738,857341.2802483483,-346013.4691233897,346013.4691233897,False,0.2875407017789563,-0.2875407017789563,0.2875407017789564,-0.2875407017789564,0.28754070177895635,-0.28754070177895635,0.5,0.75,0,False,False,False,True,,,0.23003256142316508,,True,False,0.0
multi|tiktok|pmode=contribution|rpk=none|cmean=0.010000|cscale=0.005000|dist=LogNormal|0.005230|0.002615|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,"{""contribution_mean"": 0.01, ""contribution_scale"": 0.005, ""converted_roi_mu_by_channel"": {""tiktok"": 0.005230203916989212}, ""converted_roi_sigma_by_channel"": {""tiktok"": 0.002615101958494606}, ""kpi_type"": ""non_revenue"", ""kpi_type_effective"": ""non_revenue"", ""prior_design_mode"": ""contribution"", ""prior_grid_type"": ""contribution"", ""revenue_per_kpi"": null, ""roi_prior_overrides"": {""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.005230203916989212, ""sigma"": 0.002615101958494606}}, ""run_mode"": ""fast_product"", ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}, ""sweep_type"": ""fixed_full_grid"", ""two_layer_enabled"": false}",moloco,PASS,PASS,,,0.06564366598924,0.0664024359267205,0.0007587699374805,0.0115589208196398,0.3,0.5,1.2,4,geometric,prior_sweep,fast_product,contribution,non_revenue,non_revenue,subscriptions,,tiktok,fixed_full_grid,False,contribution,contribution,Contribution prior fallback,0.00523,0.002615,LogNormal,0.01,0.005,"{""tiktok"": 0.005230203916989212}","{""tiktok"": 0.002615101958494606}",target_channels,tiktok,auto_from_runs,,,,D:\Intern\BlueAlpha\data\raw\monthly_mocha.csv,0.00523,0.002615,LogNormal,0.0321530758222186,0.0216634131036698,0.0633077919483184,0.1224507763981819,0.0291805105511313,0.022685669735074,0.0644813850522041,0.1150653690099716,0.9165801768715156,0.4,0.5,LogNormal,2.565384732772152,0.3504718842430119,842234.6095886,55287.36739641201,55926.42969847347,639.0623020614585,639.0623020614585,100.0,5528736.739641201,5592642.969847347,63906.23020614591,63906.23020614591,False,0.011558920819639724,0.011558920819639724,0.011558920819639745,0.011558920819639745,0.011558920819639735,0.011558920819639735,0.5,0.75,0,False,False,False,True,,,0.009247136655711788,,False,False,0.0
multi|tiktok|pmode=contribution|rpk=none|cmean=0.010000|cscale=0.005000|dist=LogNormal|0.005230|0.002615|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,"{""contribution_mean"": 0.01, ""contribution_scale"": 0.005, ""converted_roi_mu_by_channel"": {""tiktok"": 0.005230203916989212}, ""converted_roi_sigma_by_channel"": {""tiktok"": 0.002615101958494606}, ""kpi_type"": ""non_revenue"", ""kpi_type_effective"": ""non_revenue"", ""prior_design_mode"": ""contribution"", ""prior_grid_type"": ""contribution"", ""revenue_per_kpi"": null, ""roi_prior_overrides"": {""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.005230203916989212, ""sigma"": 0.002615101958494606}}, ""run_mode"": ""fast_product"", ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}, ""sweep_type"": ""fixed_full_grid"", ""two_layer_enabled"": false}",liveintent,PASS,PASS,,,0.0982339989005898,0.1022365288995206,0.0040025299989308,0.0407448545689488,0.3,0.5,1.2,4,geometric,prior_sweep,fast_product,contribution,non_revenue,non_revenue,subscriptions,,tiktok,fixed_full_grid,False,contribution,contribution,Contribution prior fallback,0.00523,0.002615,LogNormal,0.01,0.005,"{""tiktok"": 0.005230203916989212}","{""tiktok"": 0.002615101958494606}",target_channels,tiktok,auto_from_runs,,,,D:\Intern\BlueAlpha\data\raw\monthly_mocha.csv,0.00523,0.002615,LogNormal,0.055669116644556,0.0279313013888895,0.0844910591840744,0.2060974709689617,0.0611654953844151,0.0258359254337847,0.0894447825849056,0.2279395788908005,0.8815583812192949,0.4,0.5,LogNormal,1.7858334739025108,0.2834564188721747,797987.173079,78389.47108292725,81583.43868193793,3193.967599010677,3193.967599010677,100.0,7838947.108292725,8158343.868193793,319396.7599010682,319396.7599010682,False,0.04074485456894876,0.04074485456894876,0.040744854568948656,0.040744854568948656,0.040744854568948705,0.040744854568948705,0.5,0.75,0,False,False,False,True,,,0.03259588365515896,,False,False,0.0
multi|tiktok|pmode=contribution|rpk=none|cmean=0.010000|cscale=0.005000|dist=LogNormal|0.005230|0.002615|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,"{""contribution_mean"": 0.01, ""contribution_scale"": 0.005, ""converted_roi_mu_by_channel"": {""tiktok"": 0.005230203916989212}, ""converted_roi_sigma_by_channel"": {""tiktok"": 0.002615101958494606}, ""kpi_type"": ""non_revenue"", ""kpi_type_effective"": ""non_revenue"", ""prior_design_mode"": ""contribution"", ""prior_grid_type"": ""contribution"", ""revenue_per_kpi"": null, ""roi_prior_overrides"": {""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.005230203916989212, ""sigma"": 0.002615101958494606}}, ""run_mode"": ""fast_product"", ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}, ""sweep_type"": ""fixed_full_grid"", ""two_layer_enabled"": false}",beehiiv,PASS,PASS,,,0.169629193196694,0.1711015415408959,0.0014723483442019,0.0086798051470693,0.3,0.5,1.2,4,geometric,prior_sweep,fast_product,contribution,non_revenue,non_revenue,subscriptions,,tiktok,fixed_full_grid,False,contribution,contribution,Contribution prior fallback,0.00523,0.002615,LogNormal,0.01,0.005,"{""tiktok"": 0.005230203916989212}","{""tiktok"": 0.002615101958494606}",target_channels,tiktok,auto_from_runs,,,,D:\Intern\BlueAlpha\data\raw\monthly_mocha.csv,0.00523,0.002615,LogNormal,0.1044069136295534,0.0352402305230498,0.1447583362460136,0.3902263075113296,0.0998557027523831,0.0337078485637903,0.1581273004412651,0.3579623863101007,0.90520461896908,0.4,0.5,LogNormal,1.2356132583118946,0.2079183270422674,328172.2732613,55667.59794283932,56150.78184598857,483.1839031492491,483.1839031492491,100.0,5566759.794283932,5615078.184598857,48318.39031492453,48318.39031492453,False,0.008679805147069442,0.008679805147069442,0.008679805147069444,0.008679805147069444,0.008679805147069442,0.008679805147069442,0.5,0.75,0,False,False,False,True,,,0.006943844117655554,,False,False,0.0
multi|tiktok|pmode=contribution|rpk=none|cmean=0.010000|cscale=0.005000|dist=LogNormal|0.005230|0.002615|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,"{""contribution_mean"": 0.01, ""contribution_scale"": 0.005, ""converted_roi_mu_by_channel"": {""tiktok"": 0.005230203916989212}, ""converted_roi_sigma_by_channel"": {""tiktok"": 0.002615101958494606}, ""kpi_type"": ""non_revenue"", ""kpi_type_effective"": ""non_revenue"", ""prior_design_mode"": ""contribution"", ""prior_grid_type"": ""contribution"", ""revenue_per_kpi"": null, ""roi_prior_overrides"": {""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.005230203916989212, ""sigma"": 0.002615101958494606}}, ""run_mode"": ""fast_product"", ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}, ""sweep_type"": ""fixed_full_grid"", ""two_layer_enabled"": false}",amazon,PASS,PASS,,,0.1547571389206374,0.1564506092388183,0.0016934703181809,0.0109427605730636,0.3,0.5,1.2,4,geometric,prior_sweep,fast_product,contribution,non_revenue,non_revenue,subscriptions,,tiktok,fixed_full_grid,False,contribution,contribution,Contribution prior fallback,0.00523,0.002615,LogNormal,0.01,0.005,"{""tiktok"": 0.005230203916989212}","{""tiktok"": 0.002615101958494606}",target_channels,tiktok,auto_from_runs,,,,D:\Intern\BlueAlpha\data\raw\monthly_mocha.csv,0.00523,0.002615,LogNormal,0.0802616131035852,0.0464505737647414,0.1426860019564628,0.296287839114666,0.0868656972214731,0.0412267142906785,0.142766922712326,0.338091516494751,0.8415860132121019,0.4,0.5,LogNormal,1.383968792801545,0.2389223086575636,15740.258094,2435.917308499845,2462.5729683825407,26.655659882695545,26.655659882695545,100.0,243591.7308499845,246257.2968382541,2665.5659882695472,2665.5659882695472,False,0.010942760573063752,0.010942760573063752,0.010942760573063698,0.010942760573063698,0.010942760573063724,0.010942760573063724,0.5,0.75,0,False,False,False,True,,,0.00875420845845098,,False,False,0.0
multi|tiktok|pmode=contribution|rpk=none|cmean=0.005000|cscale=0.050000|dist=LogNormal|0.002615|0.026151|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,"{""contribution_mean"": 0.005, ""contribution_scale"": 0.05, ""converted_roi_mu_by_channel"": {""tiktok"": 0.002615101958494606}, ""converted_roi_sigma_by_channel"": {""tiktok"": 0.02615101958494606}, ""kpi_type"": ""non_revenue"", ""kpi_type_effective"": ""non_revenue"", ""prior_design_mode"": ""contribution"", ""prior_grid_type"": ""contribution"", ""revenue_per_kpi"": null, ""roi_prior_overrides"": {""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.002615101958494606, ""sigma"": 0.02615101958494606}}, ""run_mode"": ""fast_product"", ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}, ""sweep_type"": ""fixed_full_grid"", ""two_layer_enabled"": false}",meta,PASS,PASS,,,0.0214590774127282,0.0220558153861202,0.000596737973392,0.0278081840106534,0.3,0.5,1.2,4,geometric,prior_sweep,fast_product,contribution,non_revenue,non_revenue,subscriptions,,tiktok,fixed_full_grid,False,contribution,contribution,Contribution prior fallback,0.002615,0.026151,LogNormal,0.005,0.05,"{""tiktok"": 0.002615101958494606}","{""tiktok"": 0.02615101958494606}",target_channels,tiktok,auto_from_runs,,,,D:\Intern\BlueAlpha\data\raw\monthly_mocha.csv,0.002615,0.026151,LogNormal,0.0086895987525614,0.0091931161005049,0.0206112386658787,0.036919861100614,0.0087309193474081,0.0093882601708173,0.0214853808283805,0.037848568893969,0.9607805232823354,0.4,0.5,LogNormal,3.83357349640602,0.367975866447034,840158.1265220001,18029.01827596829,18530.37253371785,501.3542577495609,501.3542577495609,100.0,1802901.827596829,1853037.2533717847,50135.42577495612,50135.42577495612,False,0.027808184010653426,0.027808184010653426,0.027808184010653488,0.027808184010653488,0.027808184010653457,0.027808184010653457,0.75,1.5000956022944552,0,False,False,False,True,,,0.012358667774959005,,False,False,0.0
multi|tiktok|pmode=contribution|rpk=none|cmean=0.005000|cscale=0.050000|dist=LogNormal|0.002615|0.026151|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric,tiktok,"{""contribution_mean"": 0.005, ""contribution_scale"": 0.05, ""converted_roi_mu_by_channel"": {""tiktok"": 0.002615101958494606}, ""converted_roi_sigma_by_channel"": {""tiktok"": 0.02615101958494606}, ""kpi_type"": ""non_revenue"", ""kpi_type_effective"": ""non_revenue"", ""prior_design_mode"": ""contribution"", ""prior_grid_type"": ""contribution"", ""revenue_per_kpi"": null, ""roi_prior_overrides"": {""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.002615101958494606, ""sigma"": 0.02615101958494606}}, ""run_mode"": ""fast_product"", ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}, ""sweep_type"": ""fixed_full_grid"", ""two_layer_enabled"": false}",google,PASS,PASS,,,0.0148373015054191,0.0149504998427194,0.0001131983373003,0.0076293076108857,0.3,0.5,1.2,4,geometric,prior_sweep,fast_product,contribution,non_revenue,non_revenue,subscriptions,,tiktok,fixed_full_grid,False,contribution,contribution,Contribution prior fallback,0.002615,0.026151,LogNormal,0.005,0.05,"{""tiktok"": 0.002615101958494606}","{""tiktok"": 0.02615101958494606}",target_channels,tiktok,auto_from_runs,,,,D:\Intern\BlueAlpha\data\raw\monthly_mocha.csv,0.002615,0.026151,LogNormal,0.0059066358434444,0.0063483943464234,0.0144533538259565,0.0254006261005997,0.0066163298148467,0.0061122839339077,0.013831082265824,0.027705030888319,0.8823440479528251,0.4,0.5,LogNormal,4.121681077631167,0.3557834512424906,10298543.94665,152802.6016032548,153968.37965462965,1165.7780513748585,1165.7780513748585,100.0,15280260.16032548,15396837.965462966,116577.80513748711,116577.80513748711,False,0.007629307610885758,0.007629307610885758,0.0076293076108857735,0.0076293076108857735,0.007629307610885766,0.007629307610885766,0.75,1.5000956022944552,0,False,False,False,True,,,0.0033906593138114,,False,False,0.0
