run_id,targets,prior_key,channel,qc_status_code,qc_summary_short,qc_primary_review_check,qc_flagged_channels,roi_baseline,roi_new,delta_abs,delta_pct,adstock_alpha_m,saturation_ec_m,saturation_slope_m,max_lag,adstock_decay_spec,roi_prior_mu,roi_prior_sigma,roi_prior_dist,roi_baseline_sd,roi_baseline_p05,roi_baseline_p50,roi_baseline_p95,roi_new_sd,roi_new_p05,roi_new_p50,roi_new_p95,ci_overlap_baseline_new,prior_roi_mu_channel,prior_roi_sigma_channel,prior_roi_dist_channel,prior_posterior_kl_gaussian,prior_posterior_wasserstein,channel_total_spend,incremental_outcome_baseline,incremental_outcome_new,delta_outcome,delta_outcome_abs,dollars_per_subscription,incremental_value_baseline,incremental_value_new,delta_value,delta_value_abs,is_baseline,roi_change_pct,roi_change_signed_pct,contribution_change_pct,contribution_change_signed_pct,output_change_pct,signed_output_change_pct,input_mu_pct,input_sigma_pct,input_dist_change,mu_only,sigma_only,dist_only,joint_continuous,elasticity_mu,elasticity_sigma,elasticity_joint,dist_sensitivity,in_target_set,flagged_this_channel,sign_flip
"multi|google,meta,tiktok|0.500000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric","google,meta,tiktok","{""roi_prior_overrides"": {""google"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""meta"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}}, ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}}",meta,REVIEW,REVIEW:ROIConsistency,ROIConsistency,google,0.0299921060159492,0.0172422291442732,0.012749876871676,0.4251077555172642,0.3,0.5,1.2,4,geometric,0.5,1.0,LogNormal,0.0105839476670329,0.0144301171880215,0.0290759382769465,0.0489930007606744,0.0086546586292061,0.005153393279761,0.0161588573828339,0.0333277970552444,0.4310640754584868,0.5,1.0,LogNormal,4.366222517383408,0.4358706750467099,840158.1265220001,25198.111600809087,14486.1989349156,-10711.912665893487,10711.912665893487,100.0,2519811.160080909,1448619.89349156,-1071191.266589349,1071191.266589349,False,0.4251077555172642,-0.4251077555172642,0.42510775551726415,-0.42510775551726415,0.4251077555172642,-0.4251077555172642,0.8119290158688743,2.870553218171473,0,False,False,False,True,,,0.11544054485521422,,True,False,0.0
"multi|google,meta,tiktok|0.500000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric","google,meta,tiktok","{""roi_prior_overrides"": {""google"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""meta"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}}, ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}}",google,REVIEW,REVIEW:ROIConsistency,ROIConsistency,google,0.0184597913986848,0.0103821762761799,0.0080776151225049,0.4375788950183047,0.3,0.5,1.2,4,geometric,0.5,1.0,LogNormal,0.006799069151438,0.0088747178670018,0.0177435241639614,0.0308847503736615,0.0065275574692525,0.002966583170928,0.0091958632692694,0.0215465397574007,0.4538916110925143,0.5,1.0,LogNormal,4.651606564411995,0.4794887180033037,10298543.94665,190108.9729653471,106921.29864210576,-83187.67432324133,83187.67432324133,100.0,19010897.29653471,10692129.864210576,-8318767.432324134,8318767.432324134,False,0.4375788950183047,-0.4375788950183047,0.43757889501830466,-0.43757889501830466,0.4375788950183047,-0.4375788950183047,0.8119290158688743,2.870553218171473,0,False,False,False,True,,,0.11882715712064731,,True,False,0.0
"multi|google,meta,tiktok|0.500000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric","google,meta,tiktok","{""roi_prior_overrides"": {""google"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""meta"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}}, ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}}",snapchat,REVIEW,REVIEW:ROIConsistency,ROIConsistency,google,0.0302688209277888,0.0315990341625486,0.0013302132347597,0.04394664853095,0.3,0.5,1.2,4,geometric,0.5,1.0,LogNormal,0.014222206330524,0.0100927107036113,0.0282306922599673,0.0562508976086974,0.0143134697846702,0.0121312593575567,0.0295853456482291,0.0564188610762357,0.9523700522548146,0.4,0.5,LogNormal,3.3252553556167928,0.3624999367461077,4342436.908989999,131440.445188439,137216.81223588693,5776.367047447944,5776.367047447944,100.0,13144044.5188439,13721681.223588694,577636.7047447953,577636.7047447953,False,0.04394664853095001,0.04394664853095001,0.043946648530950136,0.043946648530950136,0.04394664853095007,0.04394664853095007,0.8119290158688743,2.870553218171473,0,False,False,False,True,,,0.01193397435151579,,False,False,0.0
"multi|google,meta,tiktok|0.500000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric","google,meta,tiktok","{""roi_prior_overrides"": {""google"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""meta"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}}, ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}}",tiktok,REVIEW,REVIEW:ROIConsistency,ROIConsistency,google,0.0370076645091952,0.0202810319518903,0.0167266325573049,0.4519775235518815,0.3,0.5,1.2,4,geometric,0.5,1.0,LogNormal,0.014246576127155,0.0172544122673571,0.0351627524942159,0.0623112430796027,0.0120368889657839,0.0056185257155448,0.0181721970438957,0.0437314242124557,0.4670266866037457,0.5,1.0,LogNormal,4.034916851537056,0.489813464818861,1752685.00913,64862.77880817877,35546.26067176468,-29316.51813641409,29316.51813641409,100.0,6486277.880817877,3554626.067176468,-2931651.8136414094,2931651.8136414094,False,0.4519775235518814,-0.4519775235518814,0.4519775235518814,-0.4519775235518814,0.4519775235518814,-0.4519775235518814,0.8119290158688743,2.870553218171473,0,False,False,False,True,,,0.12273719052161741,,True,False,0.0
"multi|google,meta,tiktok|0.500000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric","google,meta,tiktok","{""roi_prior_overrides"": {""google"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""meta"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}}, ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}}",moloco,REVIEW,REVIEW:ROIConsistency,ROIConsistency,google,0.0726124905938437,0.0737106096915279,0.0010981190976842,0.0151230055422078,0.3,0.5,1.2,4,geometric,0.5,1.0,LogNormal,0.0334087833244743,0.024720214959234,0.0685324072837829,0.1333790391683578,0.0330872870955972,0.0250984059646725,0.069417018443346,0.1357064701616764,0.9756220083845344,0.4,0.5,LogNormal,2.430578035067278,0.3322231913481656,842234.6095886,61156.75266656184,62081.62657608168,924.8739095198398,924.8739095198398,100.0,6115675.266656184,6208162.657608167,92487.39095198365,92487.39095198365,False,0.015123005542207697,0.015123005542207697,0.015123005542207692,0.015123005542207692,0.015123005542207694,0.015123005542207694,0.8119290158688743,2.870553218171473,0,False,False,False,True,,,0.0041067422952954825,,False,False,0.0
"multi|google,meta,tiktok|0.500000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric","google,meta,tiktok","{""roi_prior_overrides"": {""google"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""meta"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}}, ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}}",liveintent,REVIEW,REVIEW:ROIConsistency,ROIConsistency,google,0.0983934772899374,0.1029184299296078,0.0045249526396703,0.0459883395149931,0.3,0.5,1.2,4,geometric,0.5,1.0,LogNormal,0.0587191314842572,0.0266269098967313,0.0872449912130832,0.2106328658759593,0.0581115472254779,0.0271835438907146,0.093516781926155,0.2121097058057785,0.9890368596513952,0.4,0.5,LogNormal,1.835512529278366,0.3036751660847394,797987.173079,78516.73279200993,82127.58695725686,3610.854165246929,3610.854165246929,100.0,7851673.2792009935,8212758.695725686,361085.4165246925,361085.4165246925,False,0.045988339514993044,0.045988339514993044,0.04598833951499289,0.04598833951499289,0.04598833951499297,0.04598833951499297,0.8119290158688743,2.870553218171473,0,False,False,False,True,,,0.012488407707682397,,False,False,0.0
"multi|google,meta,tiktok|0.500000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric","google,meta,tiktok","{""roi_prior_overrides"": {""google"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""meta"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}}, ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}}",beehiiv,REVIEW,REVIEW:ROIConsistency,ROIConsistency,google,0.1809223640096994,0.1904478731619504,0.0095255091522509,0.0526497053274204,0.3,0.5,1.2,4,geometric,0.5,1.0,LogNormal,0.1182390800041105,0.0433084262534976,0.1482017859816551,0.4254106909036635,0.1224930231830177,0.0423968140035867,0.161588117480278,0.4317828208208084,0.9812942888559556,0.4,0.5,LogNormal,1.0243872928490778,0.2041289166905241,328172.2732613,59373.70348087146,62499.71147333698,3126.007992465522,3126.007992465522,100.0,5937370.348087146,6249971.147333698,312600.7992465524,312600.7992465524,False,0.05264970532742047,0.05264970532742047,0.05264970532742048,0.05264970532742048,0.05264970532742047,0.05264970532742047,0.8119290158688743,2.870553218171473,0,False,False,False,True,,,0.014297341298956993,,False,False,0.0
"multi|google,meta,tiktok|0.500000|1.000000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric","google,meta,tiktok","{""roi_prior_overrides"": {""google"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""meta"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.0}}, ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}}",amazon,REVIEW,REVIEW:ROIConsistency,ROIConsistency,google,0.1375114988799517,0.1465877196441094,0.0090762207641577,0.0660033585415376,0.3,0.5,1.2,4,geometric,0.5,1.0,LogNormal,0.0855632535700972,0.0312096604146063,0.1209619306027889,0.2988932266831398,0.088300456770156,0.0340547334402799,0.1324915662407875,0.3130592778325081,0.9396446788507814,0.4,0.5,LogNormal,1.3778923268926886,0.2674364377274018,15740.258094,2164.466483263232,2307.328540609196,142.86205734596388,142.86205734596388,100.0,216446.6483263232,230732.8540609196,14286.205734596384,14286.205734596384,False,0.06600335854153765,0.06600335854153765,0.0660033585415375,0.0660033585415375,0.06600335854153758,0.06600335854153758,0.8119290158688743,2.870553218171473,0,False,False,False,True,,,0.017923605423377693,,False,False,0.0
"multi|google,meta,tiktok|0.500000|1.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric","google,meta,tiktok","{""roi_prior_overrides"": {""google"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.5}, ""meta"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.5}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.5}}, ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}}",meta,PASS,PASS,,,0.0299921060159492,0.0130505430384801,0.0169415629774691,0.5648674010574621,0.3,0.5,1.2,4,geometric,0.5,1.5,LogNormal,0.0105839476670329,0.0144301171880215,0.0290759382769465,0.0489930007606744,0.0085356376455132,0.0024332899949513,0.0113448491320014,0.029162077140063,0.3164100401346791,0.5,1.5,LogNormal,4.72167979764154,0.4222152808882077,840158.1265220001,25198.111600809087,10964.519789304171,-14233.591811504915,14233.591811504915,100.0,2519811.160080909,1096451.9789304172,-1423359.1811504916,1423359.1811504916,False,0.5648674010574621,-0.5648674010574621,0.5648674010574621,-0.5648674010574621,0.5648674010574621,-0.5648674010574621,0.8119290158688743,4.8058298272572095,0,False,False,False,True,,,0.10055031140196354,,True,False,0.0
"multi|google,meta,tiktok|0.500000|1.500000|LogNormal|alpha=0p3|ec=0p5|slope=1p2|lag=4|decay=geometric","google,meta,tiktok","{""roi_prior_overrides"": {""google"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.5}, ""meta"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.5}, ""tiktok"": {""dist"": ""LogNormal"", ""mu"": 0.5, ""sigma"": 1.5}}, ""structural_overrides"": {""adstock_decay_spec"": ""geometric"", ""alpha_m"": 0.3, ""ec_m"": 0.5, ""max_lag"": 4, ""slope_m"": 1.2}}",google,PASS,PASS,,,0.0184597913986848,0.0077349201130467,0.0107248712856381,0.5809855081245507,0.3,0.5,1.2,4,geometric,0.5,1.5,LogNormal,0.006799069151438,0.0088747178670018,0.0177435241639614,0.0308847503736615,0.0049450247633185,0.0016663773567415,0.0067925837356597,0.0170660730451345,0.2803494627640351,0.5,1.5,LogNormal,5.268693828089435,0.47006691364998,10298543.94665,190108.9729653471,79658.41470803843,-110450.55825730866,110450.55825730866,100.0,19010897.29653471,7965841.470803843,-11045055.825730868,11045055.825730868,False,0.5809855081245507,-0.5809855081245507,0.5809855081245507,-0.5809855081245507,0.5809855081245507,-0.5809855081245507,0.8119290158688743,4.8058298272572095,0,False,False,False,True,,,0.10341944614362493,,True,False,0.0
