run_id,targets,prior_key,channel,qc_status_code,qc_summary_short,qc_primary_review_check,qc_flagged_channels,roi_baseline,roi_new,delta_abs,delta_pct,channel_total_spend,incremental_outcome_baseline,incremental_outcome_new,delta_outcome,delta_outcome_abs,dollars_per_subscription,incremental_value_baseline,incremental_value_new,delta_value,delta_value_abs
multi|google|0.020759|0.006689|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",meta,PASS,PASS,,,-0.025948295,-0.026122717,0.00017442200000000047,0.006721906005770384,840158.1265220001,-21800.67091364018,-21947.2129743844,-146.5420607442211,146.5420607442211,100.0,-2180067.091364018,-2194721.2974384404,-14654.206074422225,14654.206074422225
multi|google|0.020759|0.006689|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",google,PASS,PASS,,,0.03669065,0.018377187,0.018313463,0.49913160437332127,10298543.94665,377860.27145615383,189258.26793530508,-188602.00352084875,188602.00352084875,100.0,37786027.145615384,18925826.79353051,-18860200.352084875,18860200.352084875
multi|google|0.020759|0.006689|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",snapchat,PASS,PASS,,,-0.026035888,-0.0056538195,0.0203820685,0.7828451443638105,4342436.908989999,-113059.20100952982,-24551.354473567382,88507.84653596244,88507.84653596244,100.0,-11305920.100952981,-2455135.447356738,8850784.653596243,8850784.653596243
multi|google|0.020759|0.006689|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",tiktok,PASS,PASS,,,-0.07912728,-0.062480524,0.01664675599999999,0.21037947974453297,1752685.0091300001,-138685.19746923208,-109508.6777773872,29176.51969184488,29176.51969184488,100.0,-13868519.746923208,-10950867.77773872,2917651.969184488,2917651.969184488
multi|google|0.020759|0.006689|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",moloco,PASS,PASS,,,0.06646791,0.07501431,0.008546399999999996,0.12857934001535476,842234.6095886,55981.5742290202,63179.648096408215,7198.073867388011,7198.073867388011,100.0,5598157.422902021,6317964.809640821,719807.3867388004,719807.3867388004
multi|google|0.020759|0.006689|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",liveintent,PASS,PASS,,,0.108739525,0.13066743,0.021927904999999998,0.201655331858402,797987.173079,86772.74615670324,104270.93307919812,17498.186922494875,17498.186922494875,100.0,8677274.615670325,10427093.307919811,1749818.6922494862,1749818.6922494862
multi|google|0.020759|0.006689|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",beehiiv,PASS,PASS,,,0.25946888,0.2914522,0.03198331999999998,0.1232645703022266,328172.2732613,85150.49219016347,95646.53102100706,10496.038830843594,10496.038830843594,100.0,8515049.219016347,9564653.102100706,1049603.8830843586,1049603.8830843586
multi|google|0.020759|0.006689|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",amazon,PASS,PASS,,,0.30119962,0.2945483,0.006651320000000016,0.022082763583831877,15740.258094,4740.959756614725,4636.26626314894,-104.69349346578474,104.69349346578474,100.0,474095.9756614725,463626.626314894,-10469.34934657847,10469.34934657847
multi|google|0.020759|0.006689|LogNormal,google,"{""google"": {""dist"": ""LogNormal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",meta,PASS,PASS,,,-0.025948295,0.030535234,0.056483529000000005,2.17677226962311,840158.1265220001,-21800.67091364018,25654.42499035088,47455.09590399106,47455.09590399106,100.0,-2180067.091364018,2565442.499035088,4745509.590399106,4745509.590399106
multi|google|0.020759|0.006689|LogNormal,google,"{""google"": {""dist"": ""LogNormal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",google,PASS,PASS,,,0.03669065,0.016585214,0.020105435999999997,0.547971649452926,10298543.94665,377860.27145615383,170803.55524359483,-207056.716212559,207056.716212559,100.0,37786027.145615384,17080355.524359483,-20705671.6212559,20705671.6212559
multi|google|0.020759|0.006689|LogNormal,google,"{""google"": {""dist"": ""LogNormal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",snapchat,PASS,PASS,,,-0.026035888,0.033629715,0.059665603,2.2916676780911027,4342436.908989999,-113059.20100952982,146034.9156548146,259094.11666434442,259094.11666434442,100.0,-11305920.100952981,14603491.56548146,25909411.66643444,25909411.66643444
multi|google|0.020759|0.006689|LogNormal,google,"{""google"": {""dist"": ""LogNormal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",tiktok,PASS,PASS,,,-0.07912728,0.0435431,0.12267038,1.550291884164349,1752685.0091300001,-138685.19746923208,76317.3386210485,215002.53609028057,215002.53609028057,100.0,-13868519.746923208,7631733.862104851,21500253.60902806,21500253.60902806
multi|google|0.020759|0.006689|LogNormal,google,"{""google"": {""dist"": ""LogNormal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",moloco,PASS,PASS,,,0.06646791,0.0942473,0.02777939,0.4179368660756746,842234.6095886,55981.5742290202,79378.33792027966,23396.76369125946,23396.76369125946,100.0,5598157.422902021,7937833.792027966,2339676.3691259455,2339676.3691259455
multi|google|0.020759|0.006689|LogNormal,google,"{""google"": {""dist"": ""LogNormal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",liveintent,PASS,PASS,,,0.108739525,0.11417777,0.005438244999999994,0.05001166779052957,797987.173079,86772.74615670324,91112.39591076424,4339.649754061,4339.649754061,100.0,8677274.615670325,9111239.591076424,433964.9754060991,433964.9754060991
multi|google|0.020759|0.006689|LogNormal,google,"{""google"": {""dist"": ""LogNormal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",beehiiv,PASS,PASS,,,0.25946888,0.18941061,0.07005827,0.27000644547430896,328172.2732613,85150.49219016347,62159.31046350952,-22991.181726653944,22991.181726653944,100.0,8515049.219016347,6215931.046350952,-2299118.172665395,2299118.172665395
multi|google|0.020759|0.006689|LogNormal,google,"{""google"": {""dist"": ""LogNormal"", ""mu"": 0.020759, ""sigma"": 0.006689}}",amazon,PASS,PASS,,,0.30119962,0.17550471,0.12569491,0.4173143047126022,15740.258094,4740.959756614725,2762.489432112623,-1978.470324502102,1978.470324502102,100.0,474095.9756614725,276248.9432112623,-197847.0324502102,197847.0324502102
multi|google|0.020759|0.016722|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.016722}}",meta,PASS,PASS,,,-0.025948295,-0.031460825,0.005512529999999998,0.2124428599258641,840158.1265220001,-21800.67091364018,-26432.0677908365,-4631.396877196319,4631.396877196319,100.0,-2180067.091364018,-2643206.77908365,-463139.68771963194,463139.68771963194
multi|google|0.020759|0.016722|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.016722}}",google,PASS,PASS,,,0.03669065,0.0050800233,0.0316106267,0.86154447250185,10298543.94665,377860.27145615383,52316.84320505596,-325543.42825109785,325543.42825109785,100.0,37786027.145615384,5231684.320505596,-32554342.825109787,32554342.825109787
multi|google|0.020759|0.016722|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.016722}}",snapchat,PASS,PASS,,,-0.026035888,-0.00435787,0.021678018,0.8326206503884177,4342436.908989999,-113059.20100952982,-18923.775532580246,94135.42547694957,94135.42547694957,100.0,-11305920.100952981,-1892377.5532580246,9413542.547694957,9413542.547694957
multi|google|0.020759|0.016722|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.016722}}",tiktok,PASS,PASS,,,-0.07912728,-0.05437518,0.024752099999999992,0.31281373503550225,1752685.0091300001,-138685.19746923208,-95302.56285474541,43382.63461448667,43382.63461448667,100.0,-13868519.746923208,-9530256.28547454,4338263.461448668,4338263.461448668
multi|google|0.020759|0.016722|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.016722}}",moloco,PASS,PASS,,,0.06646791,0.07676863,0.01030072,0.15497282824147773,842234.6095886,55981.5742290202,64657.19711670169,8675.622887681486,8675.622887681486,100.0,5598157.422902021,6465719.711670169,867562.288768148,867562.288768148
multi|google|0.020759|0.016722|Normal,google,"{""google"": {""dist"": ""Normal"", ""mu"": 0.020759, ""sigma"": 0.016722}}",liveintent,PASS,PASS,,,0.108739525,0.22012329,0.111383765,1.0243171928514494,797987.173079,86772.74615670324,175655.5619159489,88882.81575924566,88882.81575924566,100.0,8677274.615670325,17565556.19159489,8888281.575924566,8888281.575924566
